uri,title,isco_group,isco_code,description,essential_skills,optional_skills,essential_skill_count,optional_skill_count
http://data.europa.eu/esco/occupation/42dbb769-4c91-47dc-bd16-ec8e70c4180f,solar energy engineer,,,"{'literal': 'Solar energy engineers design systems which generate electrical energy from sunlight, such as photovoltaic systems. They design and construct systems which optimise the energy output from solar power, and the sustainability of the production process of solar systems.', 'mimetype': 'plain/text'}","use thermal analysis,conduct engineering site audits,maintain solar energy systems,perform scientific research,adjust voltage,use technical drawing software,solar energy,design solar energy systems,engineering processes,create AutoCAD drawings,manage engineering project,energy,examine engineering principles,engineering principles,types of photovoltaic panels,power engineering,promote sustainable energy,electrical engineering,energy market,approve engineering design,adjust engineering designs,provide information on solar panels,thermodynamics,maintain concentrated solar power systems,technical drawings","fluid mechanics,industrial heating systems,run simulations,inspect facility sites,troubleshoot,electricity market,maintain photovoltaic systems,read engineering drawings,renewable energy technologies,use CAD software,design thermal equipment,assess financial viability,test procedures in electricity transmission,calculate solar panel orientation,wear appropriate protective gear,quality standards,perform project management,draw blueprints",25,18
http://data.europa.eu/esco/occupation/0e99c929-364f-4b0a-8a64-2aab42420f00,renewable energy engineer,,,"{'literal': 'Renewable energy engineers research alternative sources of energy in order to design systems for renewable energy production. They strive to optimise energy production from renewable sources, and reduce production expenses and environmental strain. They design systems which focus on energy sustainability and efficiency.', 'mimetype': 'plain/text'}","use thermal management,adapt energy distribution schedules,provide information on geothermal heat pumps,mining, construction and civil engineering machinery products,use CAD software,inform on government funding,mechanical engineering,electrical engineering,fluid mechanics,promote sustainable energy,power engineering,civil engineering,manage engineering project,industrial heating systems,approve engineering design,provide information on wind turbines,adjust engineering designs,renewable energy technologies,engineering processes,design wind turbines,perform scientific research,technical drawings,environmental engineering,solar energy,make electrical calculations,provide information on solar panels,perform project management,research locations for wind farms,carry out energy management of facilities,use technical drawing software,ensure compliance with safety legislation","manage contracts,develop material testing procedures,energy performance of buildings,prepare technical reports,report test findings,power electronics,electrical power safety regulations,analyse energy consumption,troubleshoot,maintain photovoltaic systems,inspect facility sites,use software tools for site modelling,engineering principles,energy market,oversee quality control,examine engineering principles,assess project resource needs,inspect wind turbines,identify energy needs,create AutoCAD drawings,coordinate electricity generation,electric generators",31,22
http://data.europa.eu/esco/occupation/1b99cad3-27c6-4e19-83b6-7b5f8338ed2b,wind energy engineer,,,"{'literal': 'Wind energy engineers design and install wind energy farms and equipment. They research and test locations to find the most productive location, test equipment such as wind-turbine blades, and develop strategies for more efficient energy production, and environmental sustainability.', 'mimetype': 'plain/text'}","perform scientific research,use technical drawing software,report test findings,engineering processes,research locations for wind farms,technical drawings,test wind turbine blades,provide information on wind turbines,types of wind turbines,civil engineering,develop test procedures,adjust engineering designs,approve engineering design,record test data,electrical power safety regulations,renewable energy technologies,inspect wind turbines,ensure compliance with safety legislation,design wind turbines,mining, construction and civil engineering machinery products,electrical discharge,aerodynamics,engineering principles,electric generators,meteorology","monitor electric generators,develop strategies for electricity contingencies,provide advice to technicians,oversee pre-assembly operations,coordinate electricity generation,design wind farm collector systems,review meteorological forecast data,wear appropriate protective gear,promote sustainable energy,assemble electrical components,operate meteorological instruments,respond to electrical power contingencies",25,12
http://data.europa.eu/esco/occupation/1ff61522-8947-4c95-b589-cb0e0539a62b,energy systems engineer,,,"{'literal': 'Energy systems engineers supervise the energy conversion and distribution processes. They analyse the energy supply and consumption efficiency developing new ways to improve the existing processes, taking into account both the technical and the financial aspects. They also study the environmental impact of energy usage and combine the production of renewable energy in the current power systems.', 'mimetype': 'plain/text'}","troubleshoot,promote innovative infrastructure design,engineering processes,design electric power systems,advise on heating systems energy efficiency,renewable energy technologies,perform scientific research,energy,energy market,draw blueprints,carry out energy management of facilities,engineering principles,manage engineering project,promote sustainable energy,adapt energy distribution schedules,electrical power safety regulations,identify energy needs,examine engineering principles,perform risk analysis,adjust engineering designs,electricity consumption,energy performance of buildings,inspect building systems,use technical drawing software,environmental engineering,approve engineering design,technical drawings,solar energy","heat transfer processes,thermodynamics,conduct engineering site audits,perform project management,inspect facility sites,analyse energy consumption,oversee quality control,wear appropriate protective gear,mechanical engineering,create AutoCAD drawings,heating, ventilation, air conditioning and refrigeration parts,power engineering,assess financial viability,design solar energy systems,types of wind turbines,promote environmental awareness,industrial heating systems,fuel distribution systems,provide information on wind turbines",28,19
http://data.europa.eu/esco/occupation/f1b89616-5dfe-40d4-8b02-58a6982b1a01,substation engineer,,,"{'literal': 'Substation engineers design medium and high voltage substations used for the transmission, distribution, and generation of electrical energy. They develop methods for the efficient operation of the energy process, and ensure compliance to safety and environmental standards.', 'mimetype': 'plain/text'}","electrical power safety regulations,electricity consumption,perform project management,perform scientific research,manage engineering project,ensure compliance with environmental legislation,operate electronic measuring instruments,technical drawings,adjust engineering designs,mechanical engineering,electrical discharge,engineering processes,use technical drawing software,create AutoCAD drawings,mechanics,electrical engineering,approve engineering design,engineering principles,ensure safety in electrical power operations,ensure compliance with safety legislation,electricity principles,electric current,inspect facility sites,make electrical calculations,design electric power systems","inspect overhead power lines,wear appropriate protective gear,respond to electrical power contingencies,transmission towers,develop electricity distribution schedule,electricity market,manage electricity transmission system,develop strategies for electricity contingencies,install circuit breakers,ensure compliance with electricity distribution schedule,manage workflow processes,inspect underground power cables,electric generators,CAD software,monitor electric generators,maintain electrical equipment,assess financial viability,test procedures in electricity transmission,supervise electricity distribution operations,adjust voltage",25,20
http://data.europa.eu/esco/occupation/58db3ac6-5217-4d46-8a4c-126598be1d13,electric power generation engineer,,,"{'literal': 'Electric power generation engineers design and develop systems which generate electrical power, and develop strategies for the improvement of existing electricity generation systems. They strive to conciliate sustainable solutions with efficient and affordable solutions. They engage in projects where supply of electrical energy is required.', 'mimetype': 'plain/text'}","ensure compliance with electricity distribution schedule,renewable energy technologies,use technical drawing software,adjust engineering designs,approve engineering design,develop strategies for electricity contingencies,design electric power systems,electric current,engineering processes,promote sustainable energy,electrical power safety regulations,electric generators,ensure safety in electrical power operations,respond to electrical power contingencies,energy,electricity,technical drawings,shift energy demands,engineering principles,perform scientific research,electrical engineering","supervise crew,energy market,CAD software,electricity consumption,inspect industrial equipment,design drawings,coordinate electricity generation,design principles,monitor utility equipment,wear appropriate protective gear,quality standards,maintain electrical equipment,resolve equipment malfunctions,analyse energy market trends,assess financial viability,ensure equipment maintenance,develop electricity distribution schedule,electricity market,design utility equipment,monitor electric generators,monitor nuclear power plant systems",21,21
http://data.europa.eu/esco/occupation/0ba95ace-bdf5-4ee6-92af-32e1ec9c0de6,steam engineer,,,"{'literal': 'Steam engineers provide energy and utilities to facilities, such as steam, heat and refrigeration. They operate and maintain equipment such as boilers and air compressors, and research and develop new methods and improvements for the provision of utilities.', 'mimetype': 'plain/text'}","monitor utility equipment,refrigerants,thermodynamics,heating, ventilation, air conditioning and refrigeration parts,energy,engineering principles,technical drawings,engineering processes,perform scientific research,hydraulics,approve engineering design,design utility equipment,adjust engineering designs,use technical drawing software,manufacturing of steam generators,energy market","CAD software,perform maintenance on installed equipment,electricity,automation technology,use testing equipment,resolve equipment malfunctions,use personal protection equipment,operate steam turbine,use CAD software,design automation components,monitor automated machines,operate automated process control,operate hydraulic machinery controls",16,13
http://data.europa.eu/esco/occupation/86ca306c-ab99-420a-9e2a-aa73c5c4de22,electrical engineer,Electrical engineers,2151,"{'literal': 'Electrical engineers design and develop electrical systems, electrical equipment, components, motors, and equipment with the feature of energy transmission. They engage in large scale projects such as the design and maintenance of power stations, and the distribution of power to smaller applications such as household appliances.', 'mimetype': 'plain/text'}","perform scientific research,approve engineering design,adjust engineering designs,design drawings,electricity,use technical drawing software,engineering principles,abide by regulations on banned materials,environmental legislation,environmental threats,electricity principles","design electronic systems,microoptics,ensure equipment availability,develop instrumentation systems,electric drives,Smalltalk (computer programming),monitor manufacturing quality standards,integrated circuits,program firmware,C++,identify customer's needs,hardware architectures,acoustics,electrical machines,microelectronics,CAE software,prepare production prototypes,apply technical communication skills,computer technology,hardware materials,SAS language,assemble electromechanical systems,SAP R3,model electromagnetic products,microwave principles,hybrid control systems,Lisp,apply health and safety standards,process customer orders,coordinate engineering teams,install hardware,nanotechnology,model sensor,test hardware,PHP,ABAP,mechatronics,define manufacturing quality criteria,test microelectromechanical systems,C#,read engineering drawings,biotechnology,manage system testing,analyse test data,communicate with customers,electronics,perform project management,Perl,electrical testing methods,troubleshoot,develop microelectromechanical system test procedures,design microelectronics,perform resource planning,Groovy,use CAD software,operate precision machinery,install software,hardware testing methods,test electromechanical systems,electrical wiring plans,model microelectronics,CAM software,Objective-C,create technical plans,assess supplier risks,Python (computer programming),VBScript,nanoelectronics,electromagnets,microelectromechanical systems,consumer protection,sensors,design firmware,power electronics,Microsoft Visual C++,design circuit boards,prepare assembly drawings,report analysis results,design sensors,model electromechanical systems,transmission technology,Visual Studio .NET,MOEM,design principles,precision mechanics,environmental engineering,automation technology,Pascal (computer programming),radars,robotics,control engineering,power engineering,microsensors,write technical reports,maintain safe engineering watches,manage instrumentation systems,solder electronics,project management,quality standards,perform data analysis,CAD software,define quality standards,mathematics,design electromechanical systems,conduct quality control analysis,types of electronics,electromagnetic spectrum,use precision tools,design integrated circuits,regulations on substances,record test data,design electrical systems,TypeScript,materials science,electronic test procedures,control systems,robotic components,create software design,AJAX,electronic equipment standards,install operating system,Haskell,write routine reports,microprocessors,circuit diagrams,assess financial viability,R,Java (computer programming),design prototypes,computer engineering,building automation,develop test procedures,Prolog (computer programming),printed circuit boards,ASP.NET,OpenEdge Advanced Business Language,micromechanics,product data management,APL,analyse production processes for improvement,microassembly,test microelectronics,build business relationships,model hardware,align software with system architectures,instrumentation engineering,electromagnetism,hardware platforms,examine engineering principles,design control systems,semiconductors,manufacturing processes,electric generators,design microelectromechanical systems,optoelectronics,risk management,microsystem test procedures,Swift (computer programming),mechanical engineering,optics,physics,test sensors,hardware components,Scratch (computer programming),Ruby (computer programming),define technical requirements,design hardware,monitor machine operations,consumer electronics,manage budgets,Common Lisp,MATLAB,digital camera sensors,draft bill of materials,CoffeeScript,use CAM software,assemble instrumentation equipment,firmware,automotive engineering,electromechanics,conduct literature research,Erlang,apply soldering techniques,supply chain management,develop product design,electrical equipment regulations,computer programming,operate scientific measuring equipment,train employees,perform test run,ML (computer programming),biomedical engineering,electric motors,JavaScript,process customer requests based on the REACh Regulation 1907 2006,Scala,electrical wiring diagrams,COBOL,provide technical documentation,design electromagnets,gather technical information,ensure material compliance,maintain electrical engines,develop electronic test procedures,use CAE software,engineering control theory,execute feasibility study,Assembly (computer programming),electrical engineering,mechanics,assemble microelectromechanical systems,precision measuring instruments,design user interface,design electric power systems,integrated circuit types,instrumentation equipment",11,216
http://data.europa.eu/esco/occupation/89860c2a-d217-432a-8636-84aa17f09c15,gas production engineer,,,"{'literal': 'Gas production engineers develop methods to optimise the extraction and production of gas for energy and utilities. They design systems for gas production, supervise production operations and develop improvements on existing systems.', 'mimetype': 'plain/text'}","technical drawings,gas dehydration processes,adjust engineering designs,design natural gas processing systems,natural gas,hydraulic fracturing,approve engineering design,industrial engineering,design utility equipment,gas chromatography,natural gas liquids recovery processes,test gas purity,engineering processes,fuel gas,production processes,ensure compliance with environmental legislation,natural gas liquids fractionation processes,manufacturing processes,engineering principles,perform scientific research,use technical drawing software,gas contaminant removal processes","ensure correct gas pressure,operate gas extraction equipment,manage chemical testing procedures,wear appropriate protective gear,ensure equipment maintenance,test chemical samples,develop scientific research protocols,monitor utility equipment,gas consumption,optimise production processes parameters,use chemical analysis equipment,operate hydrogen extraction equipment",22,12
http://data.europa.eu/esco/occupation/afbe50b0-6634-4677-a3e7-0aada10cb9a7,thermal engineer,,,"{'literal': 'Thermal engineers design systems which provide heating or cooling, using thermodynamics, that transfer heat or energy through liquids and gases. They also construct these systems, and perform test to ensure proper functionality.', 'mimetype': 'plain/text'}","thermal materials,approve engineering design,perform scientific research,technical drawings,use technical drawing software,engineering principles,interpret 2D plans,mechanics,design thermal equipment,use thermal management,use thermal analysis,mechanical engineering,design thermal requirements,interpret 3D plans,troubleshoot,design engineering components,manage engineering project,engineering processes,fluid mechanics,thermodynamics,adjust engineering designs,heat transfer processes","develop product design,follow company standards,ensure equipment cooling,power engineering,oversee quality control,design prototypes,CAD software,communicate with customers,wear appropriate protective gear,use testing equipment,report test findings,design firmware,develop software prototype,computational fluid dynamics",22,14
http://data.europa.eu/esco/occupation/e12f08fb-4748-4388-9489-b647df60332a,hydropower engineer,,,"{'literal': 'Hydropower engineers research, design and plan the building of facilities that generate electricity from the movement of water. They search optimal locations, conduct trials and try different materials to achieve the best result. Hydropower engineers develop strategies for more efficient energy production and analyse environmental consequences.', 'mimetype': 'plain/text'}","use CAM software,electronics principles,project management,operate scientific measuring equipment,perform risk analysis,engineering principles,draw blueprints,perform scientific research,examine engineering principles,use technical drawing software,approve engineering design,manage engineering project,promote innovative infrastructure design,CAM software,technical drawings,CAD software,energy transformation,design electric power systems,electrical power safety regulations,troubleshoot,electricity,renewable energy technologies,perform project management,use CAD software,energy efficiency","automation technology,inspect facility sites,oceanography,promote environmental awareness,research ocean energy projects,mechanical engineering,use personal protection equipment,promote sustainable energy",25,8
http://data.europa.eu/esco/occupation/51c7015c-dc81-4fcb-b15f-619a4656a9fe,electromechanical engineering technician,,,"{'literal': 'Electromechanical engineering technicians collaborate with electromechanical engineers in the development of electromechanical equipment. Electromechanical engineering technicians are responsible for building, installing, testing, monitoring, and maintaining the electromechanical equipment, circuits and systems. They test this by the use of test instruments such as oscilloscopes and voltmeters. Electromechanical engineering technicians also use soldering equipment and hand tools to ","electric drives,perform test run,wear appropriate protective gear,align components,apply soldering techniques,electric motors,test electromechanical systems,inspect quality of products,read standard blueprints,adjust engineering designs,electrical equipment regulations,design drawings,read assembly drawings,operate soldering equipment,record test data,assemble electromechanical systems,assist scientific research,liaise with engineers,electrical wiring diagrams,prepare pieces for joining,electrical machines,prepare production prototypes,electricity,electromechanics,read engineering drawings,fasten components","monitor machine operations,power engineering,CAE software,assemble electrical components,repair wiring,CAD software,write technical reports,integrate new products in manufacturing,electrical engineering,cut metal products,program firmware,calibrate electromechanical system,work safely with machines,mechanical engineering,maintain electromechanical equipment,use power tools,keep records of work progress,apply technical communication skills,resolve equipment malfunctions,use CAM software,electrical power safety regulations,power electronics,assemble machines,operate lifting equipment",26,24
http://data.europa.eu/esco/occupation/7ef064b1-aab8-4818-a468-8f17acbfd995,hydropower technician,Electrical engineering technicians,3113,"{'literal': 'Hydropower technicians install and maintain systems in hydropower plants. They perform inspections, analyse problems and carry out repairs. They ensure the turbines operate in compliance with regulations, and assist the hydropower engineers in the construction of turbines.', 'mimetype': 'plain/text'}","environmental engineering,apply health and safety standards,use technical drawing software,energy transformation,electrical power safety regulations,design electric power systems,electric generators,manage engineering project,energy efficiency,engineering processes,energy performance of buildings,perform risk analysis,troubleshoot,oceanography,operate scientific measuring equipment,renewable energy technologies,maintain electrical equipment,electricity,energy,adjust engineering designs,technical drawings,monitor electric generators,promote innovative infrastructure design","mechanical engineering,conduct engineering site audits,promote sustainability,promote sustainable energy,draw blueprints,resolve equipment malfunctions,replace large components,perform project management,perform scientific research,inspect facility sites,automation technology,power engineering,promote environmental awareness,ensure safety in electrical power operations,scientific research methodology,research ocean energy projects,perform minor repairs to equipment,wear appropriate protective gear,maintain records of maintenance interventions,coordinate electricity generation",23,20
http://data.europa.eu/esco/occupation/ac1fc6a9-70d2-475c-8fa0-82ef83830968,environmental engineer,Environmental engineers,2143,"{'literal': 'Environmental engineers integrate environmental and sustainable measures in the development of projects of various natures. They seek to preserve natural resources and natural sites. They work together with engineers from other fields to envision all the implications that projects might have in order to design ways to conserve natural reserves, prevent pollution, and deploy sanitary measures.', 'mimetype': 'plain/text'}","regulations on substances,pollution prevention,advise on environmental remediation,ensure compliance with safety legislation,mining, construction and civil engineering machinery products,civil engineering,carry out environmental audits,technical drawings,environmental policy,environmental engineering,pollution legislation,conduct environmental surveys,perform scientific research,use technical drawing software,radiation protection,engineering principles,biology,process customer requests based on the REACh Regulation 1907 2006,engineering processes,develop environmental remediation strategies,abide by regulations on banned materials,analyse environmental data,address public health issues,adjust engineering designs,approve engineering design,environmental legislation,chemistry,public health","conduct field work,develop hazardous waste management strategies,consumer protection,hazardous waste treatment,project commissioning,hazardous waste storage,develop non-hazardous waste management strategies,collect samples for analysis,hazardous waste types,investigate contamination,manage air quality,design strategies for nuclear emergencies,inspect compliance with hazardous waste regulations,assess the life cycle of resources,advise on mining environmental issues,conduct quality control analysis,wildlife projects,ensure material compliance,advise on waste management procedures,nuclear energy,inspect industrial equipment,advise on pollution prevention,perform laboratory tests,project management,perform project management",28,25
http://data.europa.eu/esco/occupation/11d72bd6-779a-4643-9962-313833740094,environmental scientist,Environmental protection professionals,2133,"{'literal': ' Environmental scientists identify problems and find solutions in order to minimize environmental hazards by performing analysis\xa0on samples such as air, water or soil. They advise on or develop environmental policies and aim to improve water supplies preservation and manage waste disposal sites. Environmental scientists perform environmental risk assessments and analyse the environmental impact of new solutions, construction sites or environmental changes ensuring the environment","perform environmental investigations,ensure compliance with environmental legislation,manage environmental management system,use technical drawing software,develop environmental remediation strategies,conduct research before survey,physics,prepare visual data,environmental legislation,assess groundwater environmental impact,use consulting techniques,environmental management monitors,pollution legislation,conduct environmental site assessments,scientific research methodology,conduct environmental surveys,environmental threats,investigate pollution,implement environmental protection measures,analyse environmental data,pollution prevention,collect samples for analysis,advise on environmental risk management systems,advise on pollution prevention,carry out environmental audits,environmental policy","chemistry,possess visual literacy,monitor environmental parameters,engineering principles,work with chemicals,biology,assess environmental plans against financial costs,manage chemical testing procedures,have computer literacy,mining, construction and civil engineering machinery products,address public health issues,hazardous waste storage,consumer protection,handle chemicals,carry out training in environmental matters,inspect industrial equipment,civil engineering,environmental engineering",26,18
http://data.europa.eu/esco/occupation/a377fafb-7e6e-4925-bc64-8099b58aafb8,drainage engineer,,,"{'literal': 'Drainage engineers design and construct drainage systems for sewers and storm water systems. They evaluate the options to design drainage systems that meet the requirements while ensuring compliance with legislation and environmental standards and policies. Drainage engineers choose the most optimal drainage system to prevent floods, control irrigation and direct sewage away from water sources.', 'mimetype': 'plain/text'}","adjust engineering designs,hydraulic fluid,ensure compliance with environmental legislation,flood remediation equipment,consider the impact of material characteristics on pipeline flows,engineering processes,types of pipelines,ensure regulatory compliance in pipeline infrastructures,use technical drawing software,hydraulics,analyse route possibilities in pipeline projects,identify risk of flooding,ensure compliance with safety legislation,technical drawings,design drainage well systems,survey sites for pipeline installation,approve engineering design,mitigate environmental impact of pipeline projects,perform scientific research,create designs for pipeline engineering,engineering principles","develop irrigation strategies,advise on irrigation projects,pollution prevention,advise on pollution prevention,irrigation systems,detect flaws in pipeline infrastructure,conserve natural resources,prepare timelines for pipeline development projects,environmental engineering,monitor legislation developments,develop flood remediation strategies,perform follow-up on pipeline route services,water policies,follow up pipeline integrity management priorities,water reuse",21,15
http://data.europa.eu/esco/occupation/92efb42f-6b0a-44d8-94ea-0141555e6c3b,environmental geologist,,,"{'literal': 'Environmental geologists study how mineral operations may impact the composition and physical characteristics of the earth and its resources. They provide advice on issues such as land reclamation and environmental pollution.', 'mimetype': 'plain/text'}","develop site remediation strategies,use technical drawing software,address problems critically,conduct erosion control,study groundwater,conduct environmental site assessments,environmental legislation,communicate on the environmental impact of mining,examine geochemical samples,advise on mining environmental issues,manage environmental impact,conduct sediment control","archaeology,communicate on minerals issues,chemistry,negotiate land access,biology",12,5
http://data.europa.eu/esco/occupation/7bc02fa7-7aaa-41a6-be5b-ab7a7b6684d3,gas distribution engineer,,,"{'literal': 'Gas distribution engineers design and construct transport systems for natural gas, connecting the gas distribution network to the consumer by designing piping works and mains. They research methods to ensure sustainability, and to decrease environmental impact, as well as optimising cost efficiency.', 'mimetype': 'plain/text'}","types of pipelines,energy,adjust engineering designs,natural gas,perform scientific research,create designs for pipeline engineering,technical drawings,pipeline transport regulations;,use technical drawing software,approve engineering design,supervise gas distribution operations,engineering principles,engineering processes,security requirements of goods transported via pipelines,fuel gas,gas consumption,ensure regulatory compliance in pipeline infrastructures,monitor legislation developments,mitigate environmental impact of pipeline projects,energy market,fuel distribution systems","fossil fuels,test gas purity,report on fuel distribution incidents,gas market,test pipeline infrastructure operations,ensure correct gas pressure,develop gas distribution schedule,develop energy saving concepts,ensure equipment maintenance,manage gas transmission system,adapt energy distribution schedules,ensure compliance with gas distribution schedule",21,12
http://data.europa.eu/esco/occupation/9740933e-e04a-41f6-af1f-a6d58c7eb0ec,wastewater engineer,,,"{'literal': 'Wastewater engineers design sewage systems and networks for the removal and treatment of wastewater from cities and other residential areas. They design systems which are compliant with environmental standards, and aim to minimise impact on the ecosystem and on citizens in the vicinity of the network.', 'mimetype': 'plain/text'}","technical drawings,perform scientific research,ensure regulatory compliance in pipeline infrastructures,develop sewerage networks,hydraulics,engineering processes,mitigate environmental impact of pipeline projects,ensure compliance with environmental legislation,engineering principles,adjust engineering designs,ensure compliance with safety legislation,use technical drawing software,create designs for pipeline engineering,types of pipelines,monitor legislation developments,hydraulic fluid,approve engineering design","interpret scientific data to assess water quality,pollution prevention,develop environmental remediation strategies,develop water purification methods,analyse community needs,supervise sewerage systems construction,advise on pollution prevention,prepare timelines for pipeline development projects,advise on environmental remediation,inspect pipelines,perform pipeline routing studies,ecosystems,supervise waste disposal,measure water quality parameters,supervise waste water treatments,detect flaws in pipeline infrastructure",17,16
http://data.europa.eu/esco/occupation/ab4dd4f9-ee6c-41cc-8b72-42ad0b13d1e2,waste treatment engineer,,,"{'literal': 'Waste treatment engineers design processes, facilities and equipment used in the collection, treatment, and distribution of waste. They research environmental standards and policies in order to optimise waste treatment procedures and ensure minimal strain on the environment by analysing and classifying the processed waste.', 'mimetype': 'plain/text'}","perform scientific research,develop waste management processes,maintain waste collection records,approve engineering design,monitor legislation developments,engineering principles,characteristics of waste,engineering processes,environmental legislation,advise on waste management procedures,energy market,adjust engineering designs,develop hazardous waste management strategies,use technical drawing software,energy,waste and scrap products,develop non-hazardous waste management strategies,technical drawings,assess environmental impact","monitor disposal of radioactive substances,analyse experimental laboratory data,pollution legislation,advise on environmental remediation,advise on environmental risk management systems,use testing equipment,ensure compliance with radiation protection regulations,radioactive contamination,monitor waste treatment equipment,document analysis results,pollution prevention,develop environmental remediation strategies,report test findings,test samples for pollutants,instruct employees on radiation protection,develop radiation protection strategies,monitor radiation levels,hazardous waste types,liaise with local authorities,decontamination techniques,advise on pollution prevention,perform risk analysis,manage environmental impact of operations,promote environmental awareness,ensure compliance with waste legislative regulations,assess waste type,radiation protection",19,27
http://data.europa.eu/esco/occupation/3f3748a7-4bb3-40b4-9ae3-1c5040c70f52,rail project engineer,,,"{'literal': 'Rail project engineers maintain a safe, cost-effective, high-quality, and environmentally responsible approach across the technical projects in railway companies. They provide project management advice on all construction projects including testing, commissioning and site supervision. They audit contractors for safety, environment and quality of design, process and performance\xa0as to ensure that all projects follow in-house standards and relevant legislation.', 'mimetype': 'plain/","comprehend financial business terminology,audit contractors,promote environmental awareness,ensure compliance with environmental legislation,assess railway operations,monitor work site,statistics,railway framework legislation,maintain relationship with suppliers,promote innovative infrastructure design,manage budgets,maintain relationship with customers,manage railway construction projects,liaise with rail experts,follow ethical code of conduct in transport services,carry out navigational calculations,maintain financial records,use different communication channels,design customised maps,manage tender processes,make numerical calculations,rail construction engineering,write technical reports,have computer literacy,prepare railway technical studies,apply technical communication skills,comply with legal regulations,perform risk analysis,rail design engineering,give instructions to staff",work in a rail transport team,30,1
http://data.europa.eu/esco/occupation/35553663-deab-4d9a-bf22-15c1625d28e8,ICT intelligent systems designer,Systems analysts,2511,"{'literal': 'ICT intelligent systems designers apply methods of artificial intelligence in engineering, robotics and computer science to design programs which simulate intelligence including thinking models, cognitive and knowledge-based systems, problem solving, and decision making. They also integrate structured knowledge into computer systems (ontologies, knowledge bases) in order to solve complex problems normally requiring a high level of human expertise or artificial intelligence methods.'","manage database,apply ICT systems theory,assess ICT knowledge,design database scheme,design process,web programming,define technical requirements,task algorithmisation,natural language processing,manage ICT semantic integration,analyse business requirements,database development tools,systems development life-cycle,use markup languages,ICT security legislation,information structure,design application interfaces,resource description framework query language,business process modelling,develop creative ideas,principles of artificial intelligence,systems theory","TypeScript,Scratch (computer programming),Java (computer programming),AJAX,visual presentation techniques,SAS language,APL,manage business knowledge,JavaScript,Lean project management,data mining,information extraction,unstructured data,C++,manage ICT data classification,Lisp,Python (computer programming),ICT project management methodologies,Swift (computer programming),data models,R,LINQ,C#,VBScript,COBOL,Common Lisp,ABAP,Prolog (computer programming),Perl,CoffeeScript,Groovy,computer programming,MATLAB,information architecture,PHP,business intelligence,OpenEdge Advanced Business Language,ML (computer programming),N1QL,Agile project management,ASP.NET,SAP R3,deliver visual presentation of data,Objective-C,Pascal (computer programming),Microsoft Visual C++,Visual Studio .NET,Scala,Ruby (computer programming),build business relationships,Process-based management,SPARQL,Erlang,Smalltalk (computer programming),Haskell,Assembly (computer programming),information categorisation",22,57
http://data.europa.eu/esco/occupation/a6517365-211c-456d-aca4-1a0115c7b1e1,e-learning architect,Teaching professionals not elsewhere classified,2359,"{'literal': 'E-learning architects establish goals and procedures for the application of learning technologies within an organisation and the creation of an infrastructure that will support these goals and procedures.', 'mimetype': 'plain/text'}","cognitive psychology,e-learning software infrastructure,standards for web-based e-learning,learning technologies,digital game genres,e-learning,identify training needs,learning management systems,design information system,instructional design models,analyse the context of an organisation,develop e-learning plan,monitor system performance,provide cost benefit analysis reports","Taleo,authoring software,coordinate technological activities,keep up to date with subject knowledge,Engrade,assess employees' capability levels,conduct content quality assurance,LAMS,Moodle,Litmos,WizIQ,manage staff,provide training on e-learning,ICT project management,CSS,JSSS,style sheet languages,human-computer interaction,ICT system programming,LESS,perform project management,Sass,Schoology,Brightspace (learning management systems),Sakai",14,25
http://data.europa.eu/esco/occupation/ec5b72d1-0206-4179-9abd-570c66bc44b9,e-learning developer,Teaching professionals not elsewhere classified,2359,"{'literal': 'E-learning developers design and develop simpler forms of digital learning content including reference materials, slides, assessments, screen-casts, interview videos and podcasts. They write and provide content for a computer based learning application.', 'mimetype': 'plain/text'}","create SCORM packages,learning management systems,e-learning,provide written content,manage content development projects,instructional design models,structure information,design web-based courses,provide multimedia content,e-learning software infrastructure,develop e-learning plan,identify training needs,identify ICT user needs,standards for web-based e-learning,publishing strategy,conduct content quality assurance,learning technologies,content development processes,manage content metadata,integrate content into output media,authoring software,compile content,develop digital educational materials","web programming,Adobe Illustrator,AJAX,style sheet languages,deliver online training,apply ICT terminology,keep up to date with subject knowledge,utilise content types,use markup languages,optimise choice of ICT solution,Sass,JavaScript,GIMP (graphics editor software),multimedia systems,graphics editor software,create script for artistic production,Microsoft Visio,JSSS,Litmos,ICT software specifications,Taleo,Schoology,CSS,integrate system components,Engrade,LAMS,Moodle,Sakai,LESS,Adobe Photoshop,Synfig,plan learning curriculum,PHP,Brightspace (learning management systems),SketchBook Pro,WizIQ",23,36
